label,SKU,category,sub_category,demand_units,gross_rev,delivered_units,days_sold,asp
2026-09hps,CPSUL-GDGET-CLNING-KIT,Accessories,Cleaning Kit,2806.0,1401694.0,476.0,7,499.53
2026-09hps,BLK-WING-TOTE,Bags and Backpacks,Tote Bags,927.0,1390573.0,115.0,7,1500.08
2026-09hps,TITNM-LOP-MAGSF-QI2-PWR-BNK-20000MH,Accessories,Wireless Charger,216.0,1193784.0,62.0,3,5526.78
2026-09hps,MRPH-FLDBL-DSKMT-LAPTOP-STND,Home Office,Desks,682.0,1161718.0,82.0,7,1703.4
2026-09hps,POP-100W-TYPC-KVLR-COR-MGNT-CABL-BLK,Accessories,Wireless Charger,2522.0,1133478.0,757.0,5,449.44
2026-09hps,BLUE-LOP-UNVRSAL-PWR-BNK-10000MH,Accessories,Wireless Charger,439.0,1099561.0,55.0,7,2504.69
2026-09hps,ANLOG-MAX-RFID-MGSAF-CRD-WLET,Accessories,Phone Wallets,574.0,1094426.0,98.0,7,1906.67
2026-09hps,POP-45W-TWN-PRT-GN-WAL-ADPTR-WHT,Accessories,Wireless Charger,780.0,1091220.0,125.0,6,1399.0
2026-09hps,CRNL-LVE-IDYL-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,463.0,1064437.0,71.0,6,2299.0
2026-09hps,CRBN-BLK-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,1228.0,1030072.0,221.0,7,838.82
2026-09hps,SRG-FLDWY-3-1-QI2-2-WIRLES-CHRGR-ORNG,Accessories,Wireless Charger,137.0,1027363.0,15.0,5,7499.0
2026-09hps,BSLT-PVOT-TAIGA-BACKPACK,Bags and Backpacks,Backpacks,292.0,1023708.0,43.0,7,3505.85
2026-09hps,TAN-URBAN-TECH-FLIO,Home Office,Organisers,755.0,982845.0,92.0,7,1301.78
2026-09hps,KVLR-CORE-2IN1-CHRGNG-CABLE-100W,Accessories,Wireless Charger,1073.0,964627.0,179.0,6,899.0
2026-09hps,POP-67W-TRPL-PRT-GN-DSK-ADPTR-WHT,Accessories,Wireless Charger,553.0,939547.0,59.0,6,1699.0
2026-09hps,TURF-LETHER-DESK-MAT-BLK,Home Office,Desks,1557.0,932643.0,231.0,6,599.0
2026-09hps,BLK-LOP-UNVRSAL-PWR-BNK-10000MH,Accessories,Wireless Charger,362.0,906638.0,34.0,7,2504.52
2026-09hps,ALL-CLVE-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,747.0,896253.0,95.0,5,1199.8
2026-09hps,SPCE-BLUE-IDYL-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,388.0,893212.0,28.0,7,2302.09
2026-09hps,ELCTRC-BLUE-PRK-TECH-KIT,Home Office,Organisers,326.0,879874.0,33.0,6,2699.0
2026-09hps,TANGRIN-STCK-PHN-WLET-STND,Accessories,Phone Wallets,474.0,853926.0,75.0,7,1801.53
2026-09hps,BSLT-PVT-ORBT-FNNY,Bags and Backpacks,Crossbody Bags,635.0,825565.0,94.0,6,1300.1
2026-09hps,ALL-BEGE-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,675.0,810525.0,54.0,7,1200.78
2026-09hps,NOIR-LINK-STEL-AP-WATCHBND-42,Accessories,Watch Straps,155.0,774845.0,40.0,5,4999.0
2026-09hps,FORST-STCK-PHN-WLET-STND,Accessories,Phone Wallets,423.0,762177.0,64.0,7,1801.84
2026-09hps,NDE-3IN1-WIRLES-DOK-LMP-PHSTND-WTH-STND,Accessories,Wireless Charger,48.0,755952.0,4.0,5,15749.0
2026-09hps,NAVY-FELD-BACKPACK,Bags and Backpacks,Backpacks,297.0,742203.0,45.0,4,2499.0
2026-09hps,CLY-LOFT-CHRNG-STATION-65W,Accessories,Wireless Charger,164.0,738336.0,23.0,6,4502.05
2026-09hps,CLVE-FELD-BACKPACK,Bags and Backpacks,Backpacks,293.0,732207.0,28.0,5,2499.0
2026-09hps,DESK-TRIO-BUNDLE-BLK,Home Office,Desks,659.0,724241.0,67.0,6,1099.0
2026-09hps,NDE-3IN1-CRGNG-DOK-WTHSTND-PHSTND-CGDSK,Accessories,Wireless Charger,48.0,717648.0,4.0,7,14951.0
2026-09hps,SPCE-BLUE-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,835.0,714865.0,134.0,7,856.13
2026-09hps,BLK-RPSTP-AGIS-TECH-ORGNISER-SML,Home Office,Organisers,647.0,712253.0,106.0,7,1100.85
2026-09hps,SLAT-STCK-FLX-STND,Home Office,Stands,980.0,685320.0,185.0,7,699.31
2026-09hps,KHAKI-BEGE-CLVE-FELD-TOTE-BAG,Bags and Backpacks,Tote Bags,412.0,659588.0,50.0,7,1600.94
2026-09hps,MNKY-SOLDR-DO-VAULT-TECH-MED,Home Office,Organisers,439.0,658061.0,69.0,5,1499.0
2026-09hps,BSLT-PVT-TRVL-SLNG,Accessories,Phone Bags,544.0,652256.0,66.0,6,1199.0
2026-09hps,KHAKI-BEGE-FELD-BACKPACK,Bags and Backpacks,Backpacks,252.0,629748.0,13.0,5,2499.0
2026-09hps,POP-100W-TYPC-KVLR-COR-MGNT-CABL-BLU,Accessories,Wireless Charger,1139.0,627111.0,451.0,4,550.58
2026-09hps,ANLOG-SLM-RFID-MGSAF-CRD-WLET,Accessories,Phone Wallets,414.0,620586.0,80.0,6,1499.0
2026-09hps,BLK-RPSTP-VULT-TECH-ORGNISR-COMBO,Home Office,Organisers,293.0,615007.0,27.0,6,2099.0
2026-09hps,MARSAL-TECH-CASE-BLUE,Home Office,Organisers,470.0,613330.0,59.0,7,1304.96
2026-09hps,BSLT-PVT-MRDAN-CNVRTBL-BREFCASE,Bags and Backpacks,Messenger Bags,106.0,584394.0,6.0,6,5513.15
2026-09hps,FORST-GRN-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,484.0,580316.0,44.0,6,1199.0
2026-09hps,NTURL-LINK-STEL-AP-WATCHBND-42,Accessories,Watch Straps,116.0,579884.0,21.0,5,4999.0
2026-09hps,SLATE-GREY-IDYL-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,251.0,577049.0,36.0,5,2299.0
2026-09hps,MANDARIN-PRK-TECH-KIT,Home Office,Organisers,210.0,566790.0,23.0,5,2699.0
2026-09hps,FORST-LOFT-CHRNG-STATION-65W,Accessories,Wireless Charger,124.0,560876.0,14.0,5,4523.19
2026-09hps,CLVE-MRCH-CROSSBODY-BAG-LARG,Bags and Backpacks,Crossbody Bags,389.0,544211.0,50.0,4,1399.0
2026-09hps,SLAT-STCK-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,444.0,540756.0,77.0,7,1217.92
2026-09hps,KVLR-CORE-USB-CHRGNG-CABLE-60W,Accessories,Wireless Charger,1080.0,539620.0,80.0,7,499.65
2026-09hps,OSGO-FLDIG-LAPTOP-TBLT-STND-SPACE-GREY,Home Office,Stands,670.0,536030.0,93.0,7,800.04
2026-09hps,INDGO-STCK-FLX-STND,Home Office,Stands,765.0,535335.0,135.0,7,699.78
2026-09hps,CRBN-STCK-FLX-STND,Home Office,Stands,752.0,525948.0,138.0,6,699.4
2026-09hps,INDGO-STCK-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,435.0,521565.0,87.0,6,1199.0
2026-09hps,MDNIT-BLU-MRCH-CROSSBODY-BAG-LARG,Bags and Backpacks,Crossbody Bags,372.0,521028.0,43.0,6,1400.61
2026-09hps,COLRBLCK-PUFT-BGUET-BAG,Bags and Backpacks,Tote Bags,288.0,518112.0,29.0,5,1799.0
2026-09hps,INDGO-STCK-SGNTUR-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,387.0,504113.0,88.0,7,1302.62
2026-09hps,TAUPE-PRK-TECH-KIT,Home Office,Organisers,186.0,503214.0,28.0,5,2705.45
2026-09hps,BLUE-RPSTP-VULT-TECH-ORGNISER-SML,Home Office,Organisers,450.0,495350.0,29.0,7,1100.78
2026-09hps,SURG-KVLR-CORE-TWN-TYPC-CBLE-140W,Accessories,Wireless Charger,366.0,476134.0,122.0,4,1300.91
2026-09hps,CNID-MAGSAF-QI2-2-WIRLES-CHRGR-ORNG,Accessories,Wireless Charger,116.0,464384.0,17.0,7,4003.31
2026-09hps,CRBN-BLK-STRA-SLEVE-LARGE,Cases And Sleeves,Laptop Bags and Sleeves,454.0,454146.0,59.0,7,1000.32
2026-09hps,KHKI-BGIE-MRCH-CROSSBODY-BAG-LARG,Bags and Backpacks,Crossbody Bags,323.0,451877.0,34.0,6,1399.0
2026-09hps,ALL-IVORY-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,365.0,438235.0,38.0,7,1200.64
2026-09hps,POP-33W-TWN-PRT-GN-DSK-ADPTR-WHT,Accessories,Wireless Charger,482.0,433318.0,106.0,6,899.0
2026-09hps,BSLT-PVOT-CROSBODY,Accessories,Phone Bags,270.0,431730.0,23.0,6,1599.0
2026-09hps,BRWN-PUFT-OVRSIZD-TOTE,Bags and Backpacks,Tote Bags,187.0,429913.0,17.0,4,2299.0
2026-09hps,DAILY-RUNDWN-PACK,Bags and Backpacks,Backpacks,252.0,428648.0,32.0,7,1700.98
2026-09hps,SLAT-STCK-SGNTUR-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,328.0,427472.0,73.0,7,1303.27
2026-09hps,IVORT-NVY-CMUTE-MSG-LARGE,Bags and Backpacks,Messenger Bags,142.0,426358.0,8.0,6,3002.52
2026-09hps,VALE-VEGN-LTHER-TRAY-TAN,Home Office,Desks,1058.0,423642.0,164.0,7,400.42
2026-09hps,MODRN-MNT-TRCK-NYLN-AP-WATCHBND-38,Accessories,Watch Straps,282.0,422718.0,48.0,6,1499.0
2026-09hps,CBLT-STCK-PHN-GRP-STND,Accessories,Phone Grip,349.0,418751.0,55.0,6,1199.86
2026-09hps,BLK-VELUR-SNPON-APL-WATCH-STRP-42,Accessories,Watch Straps,455.0,409045.0,74.0,6,899.0
2026-09hps,NDE-3IN1-WIRLES-DOK-LMP-PHSTND-CHRG-DSK,Accessories,Wireless Charger,25.0,404975.0,2.0,5,16199.0
2026-09hps,NAVY-BLUE-BUOY-DOB-TOTE-BAG,Bags and Backpacks,Tote Bags,225.0,404775.0,31.0,4,1799.0
2026-09hps,BSLT-PVT-LUNAR-DAYPACK,Bags and Backpacks,Backpacks,120.0,396580.0,13.0,6,3304.83
2026-09hps,CRNL-LVE-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,441.0,396459.0,75.0,5,899.0
2026-09hps,POP-33W-TWN-PRT-GN-DSK-ADPTR-BLK,Accessories,Wireless Charger,439.0,395261.0,110.0,7,900.37
2026-09hps,BLK-URBAN-TECH-FLIO,Home Office,Organisers,302.0,392298.0,40.0,6,1299.0
2026-09hps,BLK-WING-CROSBODY,Bags and Backpacks,Crossbody Bags,277.0,388123.0,40.0,7,1401.17
2026-09hps,NVYBLUE-GRY-LTHR-MGSAF-AP-IPH17PRO,Cases And Sleeves,Designer Cases,385.0,385415.0,69.0,7,1001.08
2026-09hps,FRST-GRN-TRCK-NYLN-AP-WATCHBND-42,Accessories,Watch Straps,253.0,379247.0,41.0,5,1499.0
2026-09hps,SPRNG-GRDN-TRCK-NYLN-AP-WATCHBND-42,Accessories,Watch Straps,249.0,374251.0,42.0,7,1503.02
2026-09hps,NAVY-FELD-DAYPACK,Bags and Backpacks,Backpacks,246.0,369854.0,30.0,5,1503.47
2026-09hps,INDGO-STCK-SGNTUR-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,281.0,365019.0,70.0,6,1299.0
2026-09hps,RE-X-DO-VULT-TECH-ORGNISER-MED,Home Office,Organisers,241.0,361259.0,87.0,4,1499.0
2026-09hps,BLU-MARSAL-TECH-KIT-LTHRT,Home Office,Organisers,275.0,357225.0,21.0,5,1299.0
2026-09hps,CRBN-STCK-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,294.0,353706.0,60.0,7,1203.08
2026-09hps,CRBN-BLK-RETRT-DOB-CROSSBODY-BAG,Bags and Backpacks,Crossbody Bags,352.0,351648.0,56.0,5,999.0
2026-09hps,MARSAL-MINI-TECH-CASE-BLUE,Home Office,Organisers,434.0,347266.0,52.0,6,800.15
2026-09hps,MONBEM-VELUR-SNPON-APL-WATCH-STRP-38,Accessories,Watch Straps,383.0,344317.0,68.0,5,899.0
2026-09hps,NVYBLUE-GRY-LTHR-MGSAF-AP-IPH17,Cases And Sleeves,Designer Cases,341.0,340659.0,67.0,5,999.0
2026-09hps,INDGO-STCK-PHN-AP-IPH15,Cases And Sleeves,Designer Cases,309.0,340391.0,47.0,7,1101.59
2026-09hps,BSLT-PVT-LAPTOP-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,226.0,339774.0,36.0,6,1503.42
2026-09hps,BLUE-POP-PWR-PACK-67W,Accessories,Wireless Charger,136.0,336514.0,36.0,3,2474.37
2026-09hps,CRBN-BLK-EASY-DOB-SQURE-POUCH,Wallet and Pouches,Pouches,672.0,335328.0,100.0,5,499.0
2026-09hps,FRST-GRN-NVY-FELD-TOTE-BAG,Bags and Backpacks,Tote Bags,206.0,329394.0,14.0,5,1599.0
2026-09hps,ARET-LAPTOP-STND-BLK,Home Office,Desks,143.0,329157.0,12.0,6,2301.8
2026-09hps,INDGO-STCK-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,273.0,327927.0,55.0,6,1201.2
2026-09hps,SCRLT-WING-CROSBODY,Bags and Backpacks,Crossbody Bags,217.0,325283.0,23.0,5,1499.0
2026-09hps,PINE-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,360.0,323640.0,47.0,6,899.0
2026-09hps,NTURL-WHT-CLVE-SNDY-CROSBODY,Bags and Backpacks,Crossbody Bags,322.0,321678.0,6.0,6,999.0
2026-09hps,SLAT-STCK-SGNTUR-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,246.0,319554.0,40.0,5,1299.0
2026-09hps,ALL-NVY-CMUTE-MSG-LARGE,Bags and Backpacks,Messenger Bags,105.0,315395.0,16.0,6,3003.76
2026-09hps,OLIV-VLUR-SNPON-AP-WATCHSTRP-42,Accessories,Watch Straps,445.0,311155.0,76.0,6,699.22
2026-09hps,INDGO-STCK-SGNTUR-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,236.0,306564.0,37.0,6,1299.0
2026-09hps,SLTE-GRAY-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,338.0,304462.0,37.0,6,900.78
2026-09hps,CRMSON-RED-FELD-TOTE-BAG,Bags and Backpacks,Tote Bags,190.0,304210.0,3.0,6,1601.11
2026-09hps,CRBN-STCK-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,252.0,302948.0,52.0,7,1202.17
2026-09hps,OSGO-FLDIG-LAPTOP-TBLT-STND-SLVR,Home Office,Stands,378.0,302022.0,49.0,6,799.0
2026-09hps,CORL-PVT-TRVL-SLNG,Accessories,Phone Bags,250.0,300550.0,32.0,6,1202.2
2026-09hps,ALL-NVY-9TO9-BACKPACK,Bags and Backpacks,Backpacks,130.0,298870.0,9.0,5,2299.0
2026-09hps,STRD-2-0-CLR-MEGSAF-AP-IPH17,Cases And Sleeves,Designer Cases,423.0,296877.0,69.0,7,701.84
2026-09hps,CNDY-CANE-PUFT-OVRSIZD-TOTE,Bags and Backpacks,Tote Bags,114.0,296286.0,9.0,5,2599.0
2026-09hps,MARSAL-TECH-CASE-TAN,Home Office,Organisers,227.0,294873.0,21.0,5,1299.0
2026-09hps,SLAT-STCK-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,244.0,294356.0,43.0,7,1206.38
2026-09hps,GRPHT-ELPS-LTHR-AP-WATCHBND-42,Accessories,Watch Straps,146.0,291854.0,25.0,5,1999.0
2026-09hps,MNT-STCK-FLX-STND,Home Office,Stands,360.0,287640.0,73.0,4,799.0
2026-09hps,SLAT-STCK-SGNTUR-PHN-AP-IPH16PRO,Cases And Sleeves,Designer Cases,237.0,284163.0,34.0,6,1199.0
2026-09hps,ARET-LAPTOP-STND-BLUE,Home Office,Desks,123.0,283977.0,17.0,6,2308.76
2026-09hps,FLMNGO-STCK-CLR-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,157.0,282443.0,16.0,7,1799.0
2026-09hps,TAN-BRWN-DART-DESK-MAT-R1,Home Office,Desks,188.0,282412.0,19.0,7,1502.19
2026-09hps,NAVY-FELD-DUFLE-BAG,Bags and Backpacks,Duffle Bags,112.0,280488.0,20.0,7,2504.36
2026-09hps,TAN-GRY-LTHER-MGSAF-CRD-WLET,Accessories,Phone Wallets,401.0,280299.0,106.0,5,699.0
2026-09hps,CRBN-STCK-SGNTUR-PHN-AP-IPH17PRO,Cases And Sleeves,Designer Cases,215.0,279285.0,31.0,6,1299.0
2026-09hps,NAVY-BLUE-DOB-TXI-PUCH-MED,Home Office,Organisers,399.0,278901.0,57.0,5,699.0
2026-09hps,MODRN-MNT-TRCK-NYLN-AP-WATCHBND-42,Accessories,Watch Straps,186.0,278814.0,41.0,4,1499.0
2026-09hps,WRM-GRY-TRCK-NYLN-AP-WATCHBND-42,Accessories,Watch Straps,185.0,277315.0,46.0,3,1499.0
2026-09hps,BLUE-VELUR-SNPON-APL-WATCH-STRP-42,Accessories,Watch Straps,308.0,276892.0,43.0,5,899.0
2026-09hps,ALL-RED-PEDAL-DAYPACK,Bags and Backpacks,Backpacks,229.0,276371.0,21.0,7,1206.86
2026-09hps,BSLT-PVT-CLASIC-TOTE,Bags and Backpacks,Tote Bags,98.0,274302.0,14.0,4,2799.0
2026-09hps,LAGON-PVOT-TAIGA-BACKPACK,Bags and Backpacks,Backpacks,78.0,272922.0,7.0,4,3499.0
2026-09hps,CABLE-PROTECTOR,Home Office,Organisers,1824.0,272226.0,277.0,7,149.25
2026-09hps,INDGO-STCK-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,226.0,271774.0,45.0,7,1202.54
2026-09hps,BLK-BEGE-LTHR-MGSAF-AP-IPH17,Cases And Sleeves,Designer Cases,268.0,269332.0,51.0,7,1004.97
2026-09hps,SCRLT-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,268.0,267732.0,32.0,6,999.0
2026-09hps,STRD-2-0-CLR-MEGSAF-AP-IPH17PRO,Cases And Sleeves,Designer Cases,380.0,267120.0,82.0,7,702.95
2026-09hps,BRWN-TAN-URBN-TECH-BRF-BAF-MED,Bags and Backpacks,Messenger Bags,98.0,264502.0,5.0,5,2699.0
2026-09hps,TAN-GRY-LTHR-MGSAF-AP-IPH17,Cases And Sleeves,Designer Cases,263.0,263537.0,51.0,7,1002.04
2026-09hps,TNGRN-STCK-PHN-GRP-STND,Accessories,Phone Grip,219.0,263481.0,55.0,5,1203.11
2026-09hps,TANGRIN-STRA-SLEVE-MED,Cases And Sleeves,Laptop Bags and Sleeves,292.0,262508.0,13.0,6,899.0
2026-09hps,BSLT-PVT-AMBT-MSG-BAG,Bags and Backpacks,Messenger Bags,58.0,261942.0,14.0,7,4516.24
2026-09hps,GRY-ORNG-RIM-SNPON-AP-WATHSTRP-42,Accessories,Watch Straps,291.0,261609.0,47.0,5,899.0
2026-09hps,COLRBLCK-PUFT-LAPTOP-BAG,Cases And Sleeves,Laptop Bags and Sleeves,174.0,260826.0,16.0,5,1499.0
2026-09hps,TURF-2.0-DESK-MAT-MOUS-PAD-GRN,Home Office,Desks,261.0,260739.0,33.0,5,999.0
2026-09hps,SND-PVOT-CROSBODY,Accessories,Phone Bags,163.0,260637.0,20.0,6,1599.0
2026-09hps,IVORT-NVY-CMUTE-MSG-MED,Bags and Backpacks,Messenger Bags,93.0,260307.0,11.0,5,2799.0
2026-09hps,INDGO-STCK-SGNTUR-PHN-AP-IPH16PROMAX,Cases And Sleeves,Designer Cases,216.0,258984.0,42.0,5,1199.0
2026-09hps,BLU-MARSAL-MINI-TECH-KIT-LTHRT,Home Office,Organisers,324.0,258876.0,24.0,5,799.0
2026-09hps,MARSAL-TECH-CASE-BLK,Home Office,Organisers,198.0,257902.0,23.0,7,1302.54
2026-09hps,NEW-CORL-TRCK-NYLN-AP-WATCHBND-38,Accessories,Watch Straps,172.0,257828.0,26.0,6,1499.0
2026-09hps,NAVY-BLUE-DOB-TXI-PUCH-SML,Home Office,Organisers,426.0,256074.0,50.0,7,601.11
2026-09hps,TAN-GRY-LTHR-MGSAF-AP-IPH17PRO,Cases And Sleeves,Designer Cases,242.0,253758.0,66.0,5,1048.59
2026-09hps,NDE-2IN1-WIRLES-CRGNG-DOK-LMP-PHNSTND,Accessories,Wireless Charger,20.0,251980.0,1.0,4,12599.0
2026-09hps,SND-PVT-ORBT-FNNY,Bags and Backpacks,Crossbody Bags,193.0,251407.0,31.0,7,1302.63
2026-09hps,GREY-VELUR-SNPON-APL-WATCH-STRP-42,Accessories,Watch Straps,279.0,250821.0,31.0,5,899.0
2026-09hps,CRBN-STCK-PHN-AP-IPH15,Cases And Sleeves,Designer Cases,227.0,250473.0,41.0,6,1103.41
2026-09hps,CHCKIN-PASPRT-WLLT-TAN,Travel,Travel Organisers,313.0,250287.0,29.0,7,799.64
2026-09hps,CRBN-STCK-PHN-AP-IPH16,Cases And Sleeves,Designer Cases,227.0,249973.0,45.0,7,1101.2
2026-09hps,SND-PVT-TRVL-SLNG,Accessories,Phone Bags,208.0,249392.0,36.0,5,1199.0
2026-09hps,BLK-BEGE-LTHR-MGSAF-AP-IPH17PRO,Cases And Sleeves,Designer Cases,247.0,248353.0,52.0,6,1005.48
2026-09hps,RED-MARSAL-TECH-KIT-LTHRT,Home Office,Organisers,191.0,248109.0,17.0,5,1299.0
2026-09hps,TAN-GRY-LTHR-MGSAF-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,248.0,247752.0,51.0,5,999.0
2026-09hps,FRST-GRN-MRCH-CROSSBODY-BAG-LARG,Bags and Backpacks,Crossbody Bags,177.0,247623.0,25.0,5,1399.0
2026-09hps,SLAT-STCK-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,206.0,246994.0,33.0,6,1199.0
2026-09hps,CRBN-STCK-SGNTUR-PHN-AP-IPH16PROMAX,Cases And Sleeves,Designer Cases,205.0,245795.0,30.0,6,1199.0
2026-09hps,CRBN-STCK-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,204.0,245196.0,33.0,6,1201.94
2026-09hps,NTURL-LINK-STEL-AP-WATCHBND-38,Accessories,Watch Straps,49.0,244951.0,11.0,5,4999.0
2026-09hps,CNRY-POP-TRCK-NYLN-AP-WATCHBND-42,Accessories,Watch Straps,163.0,244337.0,17.0,6,1499.0
2026-09hps,BLK-CHRCL-RIM-SNPON-AP-WTHSTRP-42,Accessories,Watch Straps,181.0,244169.0,28.0,5,1349.0
2026-09hps,SEATH-PRTCTR-APLCTOR-AP-IPH17PRO,Accessories,Screen Guards,610.0,243690.0,113.0,7,399.49
2026-09hps,CRBN-STCK-SGNTUR-PHN-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,186.0,241614.0,48.0,6,1299.0
2026-09hps,MNT-STCK-SGNTUR-PHN-AP-IPH17,Cases And Sleeves,Designer Cases,185.0,240315.0,29.0,6,1299.0
2026-09hps,POP-33W-TWN-PRT-GN-DSK-ADPTR-BLU,Accessories,Wireless Charger,216.0,238184.0,48.0,6,1102.7
2026-09hps,STRD-2-0-CLR-MEGSAF-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,331.0,235869.0,45.0,7,712.6
2026-09hps,BLK-BEGE-LTHR-MGSAF-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,236.0,235764.0,38.0,6,999.0
2026-09hps,BLK-BEGE-LTHR-MGSAF-AP-IPH16PRO,Cases And Sleeves,Designer Cases,234.0,234466.0,38.0,6,1001.99
2026-09hps,NDE-2IN1-WIRLES-DOK-PHNSTND-CHRG-DSK,Accessories,Wireless Charger,20.0,233980.0,1.0,5,11699.0
2026-09hps,KHAKI-BEGE-FELD-DAYPACK,Bags and Backpacks,Backpacks,151.0,226349.0,7.0,4,1499.0
2026-09hps,NVYBLUE-GRY-LTHR-MGSAF-AP-IPH17PROMAX,Cases And Sleeves,Designer Cases,226.0,225774.0,40.0,6,999.0
2026-09hps,PRWNKL-PUFT-BGUET-BAG,Bags and Backpacks,Tote Bags,125.0,224875.0,12.0,5,1799.0
2026-09hps,SEATH-PRTCTR-APLCTOR-AP-IPH17,Accessories,Screen Guards,562.0,224838.0,108.0,6,400.07
2026-09hps,MARSAL-MINI-TECH-CASE-TAN,Home Office,Organisers,279.0,222921.0,32.0,5,799.0
2026-09hps,CORL-PVT-ORBT-FNNY,Bags and Backpacks,Crossbody Bags,171.0,222829.0,19.0,6,1303.09
